protonated_Standardized_SMILES,median pMolar total plasma concentration,median pMolar unbound plasma concentration
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,,8.057991946977687
C[NH+](C)CCC(c1ccccc1)c1ccccn1,5.949480362305678,
C[NH+](C)CCC=C1c2ccccc2C=Cc2ccccc21,6.837903944592942,7.943587881908503
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,5.966000857628784,7.18784960724514
C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,6.446195313014636,7.110698297493689
C[NH+](C)CCC=C1c2ccccc2CSc2ccccc21,6.4704839943156855,
C[NH+](C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,6.022387125686438,
C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,6.538839509464034,7.168658164716912
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.896057499785908,7.323185897585428
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,6.146778989307833,7.146778989307833
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,6.547072869887322,
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,5.804643657436484,7.327522402716821
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,5.851915409967919,6.810522724809694
C[NH+](C)CCCN1c2ccccc2Sc2cccnc21,7.455484401803545,
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,6.417288968753737,
C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1,6.130944568044679,
C[NH+](C)CCOC(c1ccc(Cl)cc1)c1ccccn1,6.861519476129007,
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,6.407152869670635,7.128399268717806
C[NH+](C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,6.3448767362775325,
C[NH+](C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,7.458426314987211,7.583365051595511
C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)[NH+]3CCCC3)cc12,6.680555648672563,6.90240439828892
C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,6.430316979881974,6.495818528638406
C[NH+](C)CCn1nnnc1SC=C1CSC2C(NC(=O)Cc3csc(=N)[nH]3)C(=O)[NH+]2C1C(=O)[O-],3.54459714756888,3.845627143232861
C[NH+](CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,4.987427903514197,
C[NH+](CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,7.622182926782751,
C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,8.795880017344075
C[NH+](c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,5.73289612480889,8.060480747381382
C[NH+]1C(=O)CC(C)(c2ccccc2)C1=O,3.705949194910296,
C[NH+]1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,4.291210227241557,
C[NH+]1C(=O)OC(C)(C)C1=O,3.553701021549961,
C[NH+]1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,4.7421357245434725,6.897037684529214
C[NH+]1C(C(=O)N=c2cccc[nH]2)C(=O)c2sc(Cl)cc2S1(=O)=O,5.667254439618887,
C[NH+]1C(C(=O)N=c2cccc[nH]2)C(=O)c2sccc2S1(=O)=O,4.528119333893047,6.598700408178754
C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,8.481958315657971,
C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,7.063513495616834,7.278183660606067
C[NH+]1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,6.754898501220181,8.030622631619392
C[NH+]1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,6.232487866352987,
C[NH+]1CC(=O)[NH+]2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,5.909165862579497,
C[NH+]1CC(C(=O)NC2(C)OC3(O)C4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)=CC2c3cccc4[nH]cc(c34)CC21,9.141427374964096,10.840397379300116
C[NH+]1CC(C(=O)NC2(C)OC3(O)C4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)CC2c3cccc4[nH]cc(c34)CC21,7.766182252874969,8.92108421286071
C[NH+]1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,7.757046630481726,9.058076626145708
C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,6.759531870350376,
C[NH+]1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,7.888502425995464,
C[NH+]1CCC23CCCCC2C1Cc1ccc(O)cc13,7.109544800878346,7.331393550494703
C[NH+]1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,7.279271397850605,7.344772946607037
C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,6.455362656906286,6.642449300263431
C[NH+]1CCC23c4c5ccc(OCC[NH+]6CCOCC6)c4OC2C(O)C=CC3C1C5,6.29939833006815,
C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,7.581961030166877,8.351512108788603
C[NH+]1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,,8.522878745280337
C[NH+]1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,6.220937664448643,7.044846405392962
C[NH+]1CCCC1c1cccnc1,6.733036682933579,6.755313077644732
C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)O)cc21,5.587250615856558,6.701889395825045
C[NH+]1CCN(C2=[NH+]c3cc(Cl)ccc3Nc3ccccc32)CC1,5.970253869594787,7.229891180100543
C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1,6.515622197796337,
C[NH+]1CCOC(c2ccccc2)c2ccccc2C1,6.40372090862669,
C[NH+]1CC[NH+](C(=O)Oc2c3nccnc3c(O)n2-c2ccc(Cl)cn2)CC1,6.77050396745347,7.589748595930788
C[NH+]1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,6.027577909174826,
C[NH+]1CC[NH+](CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,5.892601602185939,6.011959475781655
C[NH+]1CC[NH+](CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)[NH+](C)C)cc32)CC1,7.500902660942494,
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,6.91116826614251,9.002683247263858
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,6.873843533223436,7.131118401918737
C[NH+]1CC[NH+]2c3ccccc3Cc3ccccc3C2C1,6.577114131019966,6.929242365713734
C[NH+]1CC[NH+]2c3ncccc3Cc3ccccc3C2C1,5.946714203791763,6.770622944736083
C[NH+]1CCc2nc(C(=O)NC3CC(C(=O)[NH+](C)C)CCC3NC(=O)C(=O)N=c3ccc(Cl)c[nH]3)sc2C1,6.196010603554849,6.49704059921883
C[NH+]1Cc2c(N)cccc2C(c2ccccc2)C1,6.377178712990244,6.775118721662282
C[NH+]=C(C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,5.497496350585415,5.519772745296567
C[NH+]=C(C[N+](=O)[O-])NCCSCc1csc(C[NH+](C)C)n1,5.520444228294238,5.707530871651382
C[NH+]=C(NC#N)NCCSCc1[nH]cnc1C,4.857751348933295,4.9573842202768255
C[NH+]=C1C=[N+](O)C(c2ccccc2)c2cc(Cl)ccc2N1,4.99965242536608,6.318411187990492
C[NH2+]C(C)C(O)c1ccccc1,5.616055194976587,
C[NH2+]C(C)Cc1ccccc1,6.173885240368792,6.244466314654499
C[NH2+]C(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c4cc(O)cc(O)c4c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)([NH3+])C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,4.453579126272253,4.661187436773999
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,4.5979327399787175,4.9258348820430005
C[NH2+]C1C(OC2C(OC3C(O)C(O)C([NH+]=C(N)N)C(O)C3[NH+]=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,4.162549471792988,4.349636115150132
C[NH2+]C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,6.088121907424712,8.088121907424712
C[NH2+]C1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,7.483069971735713,7.55365104602142
C[NH2+]CC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(CC(O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,5.871464039774844,
C[NH2+]CC(O)c1cccc(O)c1,6.22326224687663,
C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,5.791452037240531,7.080488918245256
C[NH2+]CCC(Oc1cccc2ccccc12)c1cccs1,6.3941889232411695,7.740976409465826
C[NH2+]CCC(Oc1ccccc1C)c1ccccc1,5.407152869670635,7.106122874006655
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,6.244491534275417,7.165310288227793
C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,6.32917876004161,7.249997513993985
C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,5.943461538611436,
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,6.027577909174826,6.8542459288061774
C[n+]1c(N)c(NC(=O)NCC[NH3+])cn1C=C1CSC2C(=NC(=O)C([NH2+]OC(C)(C)C(=O)[O-])c3nc(=N)s[nH]3)C(=O)[NH+]2C1C(=O)[O-],4.060502461562627,4.152017442683977
C[n+]1cccc(OC(=O)[NH+](C)C)c1,5.957176130404847,5.957176130404847
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,5.926795029613981,7.382726985263705
Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(C=CC(O)=NO)cc1,6.718966632752272,7.718966632752272
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,3.4270152059079915,4.52938811461755
Cc1c(C(=O)[N-]N2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,6.3979400086720375,9.69897000433602
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,5.200659450546418,8.246416941107283
Cc1c(F)c(N2CC[NH2+]C(C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,,5.702786804010358
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.063145637106638,
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)C[NH+]1CC2CCCCC2CC1C(=O)NC(C)(C)C,3.111730867947717,4.731519626236111
Cc1c([NH+](C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,4.493262818588258,
Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)s1,5.33496075064639,8.079688245543068
Cc1cc(-c2ccccc2)n[nH]c1=NCC[NH+]1CCOCC1,6.474784264452135,
Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)[nH]o1,4.349394100943868,5.805326056593592
Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]o1,3.324419651470656,3.962691815453063
Cc1cc(=O)n(-c2ccccc2)[nH]1,5.221848749616356,5.272458742971444
Cc1cc(=O)n(-c2ccccc2)n1C,3.8767488335655207,3.9082658850115854
Cc1cc(C#N)cc(C)c1Oc1[nH]c(=Nc2ccc(C#N)cc2)[nH]c(=N)c1Br,5.61635031895674,8.315320323292752
Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,4.862921100682098,6.686829841626417
Cc1cc2c(s1)=Nc1ccccc1NC=2[NH+]1CC[NH+](C)CC1,6.591676642141684,7.936977528082395
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)[NH+](C)C)cc1,6.311612604108045,7.408522617116102
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,4.998610449801047,6.090125430922398
Cc1ccc(C(=CC[NH+]2CCCC2)c2cccc(C=CC(=O)[O-])n2)cc1,6.69704242884166,
Cc1ccc(C(=CC[NH+]2CCCC2)c2ccccn2)cc1,6.791456717163181,6.981627756095294
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,4.658393026279124,7.336173731545204
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,3.5073329199754344,6.030211665255797
Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1,4.00059023922363,6.301620234887611
Cc1ccc(NC(=O)c2ccc(C[NH+]3CC[NH+](C)CC3)cc2)cc1N=c1nc(-c2cccnc2)cc[nH]1,5.392176805226999,6.69320680089098
Cc1cccc(C)c1NC(=O)C(C)[NH3+],4.283888937976056,4.344369685357438
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,4.789492575282965,5.312371320563304
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,4.248978095892653,
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)[NH+]1CCCNC1=O,4.750466266579683,
Cc1cccc(C)c1OCC(C)[NH3+],4.952453396423033,5.390160531966559
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,4.081509327758223,
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,4.921339594888561,
Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1,5.896666021260918,5.993576034268974
Cc1ccccc1OCC(O)CO,4.260596042301909,
Cc1ccnc2c1NC(=O)c1cccnc1[NH+]2C1CC1,4.948249911719278,5.443099933399373
Cc1ccsc1C(=CCC[NH+]1CCCC(C(=O)[O-])C1)c1sccc1C,6.273649334723604,7.671589343395643
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,5.247653249541791,5.352783592796538
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,4.937069897834832,
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)[NH2+]C3CCCCC3)cc2)cn1,5.47280518894825,7.217532683844944
Cc1nc(=Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CC[NH+](CCO)CC2)[nH]1,6.698970004336019,
Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,7.312272586016282,8.291083286946344
Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,6.8517576022459625,7.601337599937068
Cc1ncc(CO)c(CO)c1O,6.973076515520331,
Cc1ncc([N+](=O)[O-])n1CCO,4.27915976837257,4.299156396788824
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,7.304738561180298,9.061700512494005
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,6.239351588486558,6.80798782432757
Cc1ncsc1CCCl,4.509632570126513,4.953330069359226
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,5.494436123552265,5.575358031176191
Cc1nnc(C(C)C)n1C1CC2CCC(C1)[NH+]2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,7.011722652572419,7.613782643900381
Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)[NH+]3C2C(=O)[O-])s1,3.481461738950127,4.226189233846821
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,6.846182421306477,7.383784423407521
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,7.234542591311529,8.234542591311529
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)[NH+]2C1SC(C)(C)C2C(=O)[O-],4.195281426384329,5.676767486506442
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)[NH+]2C1SC(C)(C)C2C(=O)[O-],4.054881054862772,5.421412599283185
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)[NH+]2C1SC(C)(C)C2C(=O)[O-],3.797440669986648,4.952342629972391
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)[NH+]2C1SC(C)(C)C2C(=O)[O-],3.709957980021364,
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3.632360868009838,
ClC(Cl)Cl,3.377961570219637,
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,4.204187835867828,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5.6192394628353615,6.716149475843418
Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,5.718487848797103,6.679073729620965
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,6.168423818103146,
Clc1ccc2c(c1)CCc1cccnc1C2=C1CC[NH2+]CC1,7.714371678038968,
Clc1ccc2nsnc2c1NC1=[NH+]CCN1,7.228263443669745,7.383165403655488
Clc1cccc(Cl)c1NC1=[NH+]CCN1,7.759856627340681,8.011668600334481
Clc1ccccc1C[NH+]1CCc2sccc2C1,5.120228332213779,6.576160287863504
Cn1c(=O)c2[nH]cnc2n(C)c1=O,3.954652482881901,4.169322647871134
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.288226861737593,4.482046887753706
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,4.104230965930801,
Cn1c(O)cc(-c2ccccc2)c1O,3.975914090049001,
Cn1cc[nH]c1=S,4.659611992382495,4.751073360210536
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,7.069990879448443,7.559848180045869
Cn1nc(C(=O)NC2CC3CCCC(C2)[NH+]3C)c2ccccc21,7.2642899066810624,7.720221862330786
Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)[NH+]2C1C(=O)[O-],3.4890298680688168,4.091089859396779
FCOC(C(F)(F)F)C(F)(F)F,3.1740337573502084,
Fc1ccc(C(c2ccc(F)cc2)[NH+]2CC[NH+](CC=Cc3ccccc3)CC2)cc1,6.30588853028431,
Fc1ccc(C2CC[NH2+]CC2COc2ccc3c(c2)OCO3)cc1,6.986205122758719,8.208053872375075
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,6.411395206355283,
N#CC1CC2CC2[NH+]1C(=O)C([NH3+])C12CC3CC(CC(O)(C3)C1)C2,5.775433555366883,5.775433555366883
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,6.939302159646388,7.326518302926653
N#Cc1ccc2c(c1)N(CCC[NH+]1CCC(O)CC1)c1ccccc1S2,7.0857661265742165,
N=c1[nH]c(=NC2CC2)c2ncn(C3C=CC(CO)C3)c2[nH]1,5.003563680576211,5.304593676240192
N=c1[nH]c(=O)c2ncn(CCC(CO)CO)c2[nH]1,4.917845176056471,4.99356588999459
N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,4.707961716139108,4.7123265215415575
N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,4.2651821653016135,4.335763239587321
N=c1[nH]c(C(CCC(=O)[O-])C(=O)N=C2C(=O)[NH+]3C(C(=O)[O-])=CCSC23)cs1,4.370201048929844,
N=c1[nH]c(CC(=O)Nc2ccc(CC[NH2+]CC(O)c3ccccc3)cc2)cs1,5.707844078705373,6.245446080806417
N=c1[nH]c(Cl)nc2c1ncn2C1CC(O)C(CO)O1,6.677743788666142,6.7801166973757
N=c1[nH]c(N2CCCCC2)cc(N)[n+]1O,6.019635471001316,6.019635471001316
N=c1[nH]c(O)c(-c2ccccc2)o1,4.40085856563594,
N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,5.6706168864003255,7.134690145004755
N=c1c2c([nH]c3ccccc13)CCCC2,6.957746934517374,7.30453442074203
N=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,6.324735038286018,6.34246380524645
N=c1ccn(C2CSC(CO)O2)c(=O)[nH]1,5.112355021710246,5.139227168110547
N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,4.698970004336019,4.698970004336019
N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,5.68702927980295,5.747510027184331
N=c1ccn(CC(CO)OC[P](=O)(=O)O)c(=O)[nH]1,3.8124314031330138,3.8124314031330138
NC(=O)C[NH+]1CCCC1=O,3.453807410461226,
NC(=O)C[S+](O)C(c1ccccc1)c1ccccc1,4.959613711071044,
NC(=O)N1c2ccccc2C=Cc2ccccc21,4.29422733524797,4.859498793468212
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,5.982966660701219,
NC(=O)N1c2ccccc2CC(O)c2ccccc21,4.958607314841775,
NC(=O)OCC(COC(N)=O)c1ccccc1,3.335621995249876,
NC(=O)c1cc[n+](C=C2CSC3C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C(=O)[NH+]3C2C(=O)[O-])cc1,3.726368543943616,3.9860058544493695
NC(=O)c1cccc2cn(-c3ccc(C4CCC[NH2+]C4)cc3)nc12,5.698970004336019,6.494850021680094
NC(=O)c1cnccn1,3.427535499628536,
NC(=[NH2+])N=C([NH3+])[NH2+]CCc1ccccc1,6.312304324568706,
NC(=[NH2+])N=c1[nH]c(CSCCC(=[NH2+])NS(N)(=O)=O)cs1,6.227192306514037,6.302913020452155
NC(=[NH2+])NCC[NH+]1CCCCCCC1,7.297344614534694,
NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1,5.926514302691971,6.972271793252646
NS(=O)(=O)Cc1noc2ccccc12,3.724746782740476,4.236196066240031
NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,4.519499852859538,6.422589839851483
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,5.123364763694228,5.743153521982623
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)[NH2+]C(Cc1ccccc1)NS2(=O)=O,6.62471514276597,
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,5.172821774490834,5.628691692502869
NS(=O)(=O)c1cc2c(cc1Cl)[NH+]=CNS2(=O)=O,4.692744132896572,5.444770866534766
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,4.559861757586111,
N[N-]C(=O)c1ccncc1,4.416178400975617,4.416178400975617
N[NH2+]CCc1ccccc1,6.532117116248804,
Nc1ccc(C(=O)[O-])cc1,2.3590128947457125,
Nc1ccc(O)c(C(=O)[O-])c1,5.185088642757919,5.594024035731421
O=C(C1CCCCC1)[NH+]1CC(=O)[NH+]2CCc3ccccc3C2C1,6.193694931190805,
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I,2.9776321652459994,
O=C(CCC[NH+]1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,6.8801731073077965,
O=C(CCC[NH+]1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,7.322550059778014,
O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,7.274007668293007,8.370917681301062
O=C(CCC[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,7.58143761923139,
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.111437271938078,4.579958354895823
O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,6.540904815317018,7.364813556261336
O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,5.714277356187775,6.0562626486444175
O=C(NCC[NH+]1CCOCC1)c1ccc(Cl)cc1,4.952211058108669,5.065720332936187
O=C(NCC[NH2+]CC(O)COc1ccc(O)cc1)[NH+]1CCOCC1,6.530699041844945,6.5439273075787
O=C([O-])CCC(=O)c1ccc(-c2ccccc2)cc1,3.627160952374776,5.451069693319095
O=C([O-])CCCO,2.9383112004296503,
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,5.483187761998763,7.483187761998763
O=C([O-])COCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,6.112716688427797,7.251811972993799
O=C([O-])Cc1ccc(-c2ccccc2)cc1,5.32684769891599,
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,5.427756610008283,7.728786605672264
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,3.09725730969342,5.8300855812904135
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,7.670589069893688,
O=C([O-])c1cc(N=Nc2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2)ccc1O,3.755221289737405,4.196512719204239
O=C([O-])c1ccccc1O,3.607502190684919,4.9085321863489
O=C([O-])c1cccnc1,3.835020826206804,4.093396568702992
O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,4.918226983599154,5.073128943584897
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)[NH+]1CC[NH+](C(=O)C2CC2)CC1,5.222986445968608,5.84096940339374
O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,5.898099610414565,7.157736920920321
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],4.929878523656783,7.097369610950548
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)[NH+]1c1ccc(F)cc1,7.436088402321897,8.180815897218592
O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,6.4491234131845605,7.335180060877724
O=C1C=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,6.596212107141384,7.430374482451255
O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,6.198876927243553,6.5554242507573655
O=C1CC2(CCCC2)CC(=O)[NH+]1CCCC[NH+]1CCN(c2ncccn2)CC1,7.983975656658212,8.597655082764167
O=C1CCC([NH+]2C(=O)c3ccccc3C2=O)C(=O)N1,4.508916708249116,4.906856716921154
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CC[NH+]3CC2CC2)C1O5,6.834306233242975,6.936679141952534
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,5.95268591405336,7.95268591405336
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,5.666531351484576,
O=C1NCC[NH+]1CC[NH+]1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,6.644389346939082,8.945419342603063
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,4.9270727542950565,7.254974896359339
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)NC1=O,5.28136672892635,6.679306737598387
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,6.108781440571449,7.154538931132125
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,4.792805057269524,5.6825521399161225
O=P1([NH+](CCCl)CCCl)[NH2+]CCCO1,4.018850229569951,4.079330976951333
